bcov | 32 kDa non-structural protein [Bovine coronavirus], bcov | hemmaglutinin-esterase [Bovine coronavirus], 653
mers | 1AB polyprotein [Middle East respiratory syndrome-related coronavirus], sars1 | ORF8a protein [SARS coronavirus Tor2], 21114
mers | 1AB polyprotein [Middle East respiratory syndrome-related coronavirus], sars1 | ORF8b protein [SARS coronavirus Tor2], 20979
mers | 1AB polyprotein [Middle East respiratory syndrome-related coronavirus], sars1 | nucleocapsid protein [SARS coronavirus Tor2], 19965
mers | 1AB polyprotein [Middle East respiratory syndrome-related coronavirus], sars1 | ORF9b protein [SARS coronavirus Tor2], 20937
mers | 1AB polyprotein [Middle East respiratory syndrome-related coronavirus], sars1 | ORF9a protein [SARS coronavirus Tor2], 21021
mers | 1AB polyprotein [Middle East respiratory syndrome-related coronavirus], sars1 | ORF1ab polyprotein [SARS coronavirus Tor2], 8808
mers | 1AB polyprotein [Middle East respiratory syndrome-related coronavirus], sars1 | ORF1a polyprotein [SARS coronavirus Tor2], 10990
mers | 1A polyprotein [Middle East respiratory syndrome-related coronavirus], sars1 | spike glycoprotein [SARS coronavirus Tor2], 9424
mers | 1A polyprotein [Middle East respiratory syndrome-related coronavirus], sars1 | ORF3a protein [SARS coronavirus Tor2], 12348
mers | 1A polyprotein [Middle East respiratory syndrome-related coronavirus], sars1 | ORF3b protein [SARS coronavirus Tor2], 12708
mers | 1A polyprotein [Middle East respiratory syndrome-related coronavirus], sars1 | small envelope protein [SARS coronavirus Tor2], 12942
mers | 1A polyprotein [Middle East respiratory syndrome-related coronavirus], sars1 | membrane glycoprotein M [SARS coronavirus Tor2], 12507
mers | 1A polyprotein [Middle East respiratory syndrome-related coronavirus], sars1 | ORF6 protein [SARS coronavirus Tor2], 12981
mers | 1A polyprotein [Middle East respiratory syndrome-related coronavirus], sars1 | ORF7a protein [SARS coronavirus Tor2], 12804
mers | 1A polyprotein [Middle East respiratory syndrome-related coronavirus], sars1 | ORF7b protein [SARS coronavirus Tor2], 13038
mers | 1A polyprotein [Middle East respiratory syndrome-related coronavirus], sars1 | ORF8a protein [SARS coronavirus Tor2], 13053
mers | 1A polyprotein [Middle East respiratory syndrome-related coronavirus], sars1 | ORF8b protein [SARS coronavirus Tor2], 12918
mers | 1A polyprotein [Middle East respiratory syndrome-related coronavirus], sars1 | nucleocapsid protein [SARS coronavirus Tor2], 11904
mers | 1A polyprotein [Middle East respiratory syndrome-related coronavirus], sars1 | ORF9b protein [SARS coronavirus Tor2], 12876
mers | 1A polyprotein [Middle East respiratory syndrome-related coronavirus], sars1 | ORF9a protein [SARS coronavirus Tor2], 12960
mers | 1A polyprotein [Middle East respiratory syndrome-related coronavirus], sars1 | ORF1ab polyprotein [SARS coronavirus Tor2], 10957
mers | 1A polyprotein [Middle East respiratory syndrome-related coronavirus], sars1 | ORF1a polyprotein [SARS coronavirus Tor2], 6045
sars1 | spike glycoprotein [SARS coronavirus Tor2], sars1 | ORF3a protein [SARS coronavirus Tor2], 2943
sars1 | spike glycoprotein [SARS coronavirus Tor2], sars1 | ORF3b protein [SARS coronavirus Tor2], 3303
sars1 | spike glycoprotein [SARS coronavirus Tor2], sars1 | small envelope protein [SARS coronavirus Tor2], 3537
sars1 | spike glycoprotein [SARS coronavirus Tor2], sars1 | membrane glycoprotein M [SARS coronavirus Tor2], 3102
sars1 | spike glycoprotein [SARS coronavirus Tor2], sars1 | ORF6 protein [SARS coronavirus Tor2], 3576
sars1 | spike glycoprotein [SARS coronavirus Tor2], sars1 | ORF7a protein [SARS coronavirus Tor2], 3399
sars1 | spike glycoprotein [SARS coronavirus Tor2], sars1 | ORF7b protein [SARS coronavirus Tor2], 3633
sars1 | spike glycoprotein [SARS coronavirus Tor2], sars1 | ORF8a protein [SARS coronavirus Tor2], 3648
sars1 | spike glycoprotein [SARS coronavirus Tor2], sars1 | ORF8b protein [SARS coronavirus Tor2], 3513
sars1 | spike glycoprotein [SARS coronavirus Tor2], sars1 | nucleocapsid protein [SARS coronavirus Tor2], 2558
sars1 | spike glycoprotein [SARS coronavirus Tor2], sars1 | ORF9b protein [SARS coronavirus Tor2], 3471
sars1 | spike glycoprotein [SARS coronavirus Tor2], sars1 | ORF9a protein [SARS coronavirus Tor2], 3555
sars1 | spike glycoprotein [SARS coronavirus Tor2], sars1 | ORF1ab polyprotein [SARS coronavirus Tor2], 17451
sars1 | spike glycoprotein [SARS coronavirus Tor2], sars1 | ORF1a polyprotein [SARS coronavirus Tor2], 9395
sars1 | ORF3a protein [SARS coronavirus Tor2], sars1 | ORF3b protein [SARS coronavirus Tor2], 446
sars1 | ORF3a protein [SARS coronavirus Tor2], sars1 | small envelope protein [SARS coronavirus Tor2], 597
sars1 | ORF3a protein [SARS coronavirus Tor2], sars1 | membrane glycoprotein M [SARS coronavirus Tor2], 419
sars1 | ORF3a protein [SARS coronavirus Tor2], sars1 | ORF6 protein [SARS coronavirus Tor2], 633
sars1 | ORF3a protein [SARS coronavirus Tor2], sars1 | ORF7a protein [SARS coronavirus Tor2], 498
sars1 | ORF3a protein [SARS coronavirus Tor2], sars1 | ORF7b protein [SARS coronavirus Tor2], 690
sars1 | ORF3a protein [SARS coronavirus Tor2], sars1 | ORF8a protein [SARS coronavirus Tor2], 705
sars1 | ORF3a protein [SARS coronavirus Tor2], sars1 | ORF8b protein [SARS coronavirus Tor2], 575
sars1 | ORF3a protein [SARS coronavirus Tor2], sars1 | nucleocapsid protein [SARS coronavirus Tor2], 672
sars1 | ORF3a protein [SARS coronavirus Tor2], sars1 | ORF9b protein [SARS coronavirus Tor2], 549
sars1 | ORF3a protein [SARS coronavirus Tor2], sars1 | ORF9a protein [SARS coronavirus Tor2], 616
sars1 | ORF3a protein [SARS coronavirus Tor2], sars1 | ORF1ab polyprotein [SARS coronavirus Tor2], 20394
sars1 | ORF3a protein [SARS coronavirus Tor2], sars1 | ORF1a polyprotein [SARS coronavirus Tor2], 12321
sars1 | ORF3b protein [SARS coronavirus Tor2], sars1 | small envelope protein [SARS coronavirus Tor2], 263
sars1 | ORF3b protein [SARS coronavirus Tor2], sars1 | membrane glycoprotein M [SARS coronavirus Tor2], 339
sars1 | ORF3b protein [SARS coronavirus Tor2], sars1 | ORF6 protein [SARS coronavirus Tor2], 287
sars1 | ORF3b protein [SARS coronavirus Tor2], sars1 | ORF7a protein [SARS coronavirus Tor2], 225
sars1 | ORF3b protein [SARS coronavirus Tor2], sars1 | ORF7b protein [SARS coronavirus Tor2], 331
sars1 | ORF3b protein [SARS coronavirus Tor2], sars1 | ORF8a protein [SARS coronavirus Tor2], 346
sars1 | ORF3b protein [SARS coronavirus Tor2], sars1 | ORF8b protein [SARS coronavirus Tor2], 254
sars1 | ORF3b protein [SARS coronavirus Tor2], sars1 | nucleocapsid protein [SARS coronavirus Tor2], 832
sars1 | ORF3b protein [SARS coronavirus Tor2], sars1 | ORF9b protein [SARS coronavirus Tor2], 243
sars1 | ORF3b protein [SARS coronavirus Tor2], sars1 | ORF9a protein [SARS coronavirus Tor2], 276
sars1 | ORF3b protein [SARS coronavirus Tor2], sars1 | ORF1ab polyprotein [SARS coronavirus Tor2], 20754
sars1 | ORF3b protein [SARS coronavirus Tor2], sars1 | ORF1a polyprotein [SARS coronavirus Tor2], 12681
sars1 | small envelope protein [SARS coronavirus Tor2], sars1 | membrane glycoprotein M [SARS coronavirus Tor2], 444
sars1 | small envelope protein [SARS coronavirus Tor2], sars1 | ORF6 protein [SARS coronavirus Tor2], 111
sars1 | small envelope protein [SARS coronavirus Tor2], sars1 | ORF7a protein [SARS coronavirus Tor2], 194
sars1 | small envelope protein [SARS coronavirus Tor2], sars1 | ORF7b protein [SARS coronavirus Tor2], 120
sars1 | small envelope protein [SARS coronavirus Tor2], sars1 | ORF8a protein [SARS coronavirus Tor2], 131
sars1 | small envelope protein [SARS coronavirus Tor2], sars1 | ORF8b protein [SARS coronavirus Tor2], 123
sars1 | small envelope protein [SARS coronavirus Tor2], sars1 | nucleocapsid protein [SARS coronavirus Tor2], 1038
sars1 | small envelope protein [SARS coronavirus Tor2], sars1 | ORF9b protein [SARS coronavirus Tor2], 160
sars1 | small envelope protein [SARS coronavirus Tor2], sars1 | ORF9a protein [SARS coronavirus Tor2], 125
sars1 | small envelope protein [SARS coronavirus Tor2], sars1 | ORF1ab polyprotein [SARS coronavirus Tor2], 20988
sars1 | small envelope protein [SARS coronavirus Tor2], sars1 | ORF1a polyprotein [SARS coronavirus Tor2], 12915
sars1 | membrane glycoprotein M [SARS coronavirus Tor2], sars1 | ORF6 protein [SARS coronavirus Tor2], 479
sars1 | membrane glycoprotein M [SARS coronavirus Tor2], sars1 | ORF7a protein [SARS coronavirus Tor2], 370
sars1 | membrane glycoprotein M [SARS coronavirus Tor2], sars1 | ORF7b protein [SARS coronavirus Tor2], 531
sars1 | membrane glycoprotein M [SARS coronavirus Tor2], sars1 | ORF8a protein [SARS coronavirus Tor2], 546
sars1 | membrane glycoprotein M [SARS coronavirus Tor2], sars1 | ORF8b protein [SARS coronavirus Tor2], 429
sars1 | membrane glycoprotein M [SARS coronavirus Tor2], sars1 | nucleocapsid protein [SARS coronavirus Tor2], 730
sars1 | membrane glycoprotein M [SARS coronavirus Tor2], sars1 | ORF9b protein [SARS coronavirus Tor2], 408
sars1 | membrane glycoprotein M [SARS coronavirus Tor2], sars1 | ORF9a protein [SARS coronavirus Tor2], 460
sars1 | membrane glycoprotein M [SARS coronavirus Tor2], sars1 | ORF1ab polyprotein [SARS coronavirus Tor2], 20553
sars1 | membrane glycoprotein M [SARS coronavirus Tor2], sars1 | ORF1a polyprotein [SARS coronavirus Tor2], 12480
sars1 | ORF6 protein [SARS coronavirus Tor2], sars1 | ORF7a protein [SARS coronavirus Tor2], 211
sars1 | ORF6 protein [SARS coronavirus Tor2], sars1 | ORF7b protein [SARS coronavirus Tor2], 92
sars1 | ORF6 protein [SARS coronavirus Tor2], sars1 | ORF8a protein [SARS coronavirus Tor2], 100
sars1 | ORF6 protein [SARS coronavirus Tor2], sars1 | ORF8b protein [SARS coronavirus Tor2], 121
sars1 | ORF6 protein [SARS coronavirus Tor2], sars1 | nucleocapsid protein [SARS coronavirus Tor2], 1077
sars1 | ORF6 protein [SARS coronavirus Tor2], sars1 | ORF9b protein [SARS coronavirus Tor2], 162
sars1 | ORF6 protein [SARS coronavirus Tor2], sars1 | ORF9a protein [SARS coronavirus Tor2], 110
sars1 | ORF6 protein [SARS coronavirus Tor2], sars1 | ORF1ab polyprotein [SARS coronavirus Tor2], 21027
sars1 | ORF6 protein [SARS coronavirus Tor2], sars1 | ORF1a polyprotein [SARS coronavirus Tor2], 12954
sars1 | ORF7a protein [SARS coronavirus Tor2], sars1 | ORF7b protein [SARS coronavirus Tor2], 241
sars1 | ORF7a protein [SARS coronavirus Tor2], sars1 | ORF8a protein [SARS coronavirus Tor2], 253
sars1 | ORF7a protein [SARS coronavirus Tor2], sars1 | ORF8b protein [SARS coronavirus Tor2], 186
sars1 | ORF7a protein [SARS coronavirus Tor2], sars1 | nucleocapsid protein [SARS coronavirus Tor2], 909
sars1 | ORF7a protein [SARS coronavirus Tor2], sars1 | ORF9b protein [SARS coronavirus Tor2], 187
sars1 | ORF7a protein [SARS coronavirus Tor2], sars1 | ORF9a protein [SARS coronavirus Tor2], 206
sars1 | ORF7a protein [SARS coronavirus Tor2], sars1 | ORF1ab polyprotein [SARS coronavirus Tor2], 20850
sars1 | ORF7a protein [SARS coronavirus Tor2], sars1 | ORF1a polyprotein [SARS coronavirus Tor2], 12777
sars1 | ORF7b protein [SARS coronavirus Tor2], sars1 | ORF8a protein [SARS coronavirus Tor2], 61
sars1 | ORF7b protein [SARS coronavirus Tor2], sars1 | ORF8b protein [SARS coronavirus Tor2], 139
sars1 | ORF7b protein [SARS coronavirus Tor2], sars1 | nucleocapsid protein [SARS coronavirus Tor2], 1134
sars1 | ORF7b protein [SARS coronavirus Tor2], sars1 | ORF9b protein [SARS coronavirus Tor2], 188
sars1 | ORF7b protein [SARS coronavirus Tor2], sars1 | ORF9a protein [SARS coronavirus Tor2], 118
sars1 | ORF7b protein [SARS coronavirus Tor2], sars1 | ORF1ab polyprotein [SARS coronavirus Tor2], 21084
sars1 | ORF7b protein [SARS coronavirus Tor2], sars1 | ORF1a polyprotein [SARS coronavirus Tor2], 13011
sars1 | ORF8a protein [SARS coronavirus Tor2], sars1 | ORF8b protein [SARS coronavirus Tor2], 148
sars1 | ORF8a protein [SARS coronavirus Tor2], sars1 | nucleocapsid protein [SARS coronavirus Tor2], 1149
sars1 | ORF8a protein [SARS coronavirus Tor2], sars1 | ORF9b protein [SARS coronavirus Tor2], 192
sars1 | ORF8a protein [SARS coronavirus Tor2], sars1 | ORF9a protein [SARS coronavirus Tor2], 122
sars1 | ORF8a protein [SARS coronavirus Tor2], sars1 | ORF1ab polyprotein [SARS coronavirus Tor2], 21099
sars1 | ORF8a protein [SARS coronavirus Tor2], sars1 | ORF1a polyprotein [SARS coronavirus Tor2], 13026
sars1 | ORF8b protein [SARS coronavirus Tor2], sars1 | nucleocapsid protein [SARS coronavirus Tor2], 1014
sars1 | ORF8b protein [SARS coronavirus Tor2], sars1 | ORF9b protein [SARS coronavirus Tor2], 158
sars1 | ORF8b protein [SARS coronavirus Tor2], sars1 | ORF9a protein [SARS coronavirus Tor2], 136
sars1 | ORF8b protein [SARS coronavirus Tor2], sars1 | ORF1ab polyprotein [SARS coronavirus Tor2], 20964
sars1 | ORF8b protein [SARS coronavirus Tor2], sars1 | ORF1a polyprotein [SARS coronavirus Tor2], 12891
sars1 | nucleocapsid protein [SARS coronavirus Tor2], sars1 | ORF9b protein [SARS coronavirus Tor2], 972
sars1 | nucleocapsid protein [SARS coronavirus Tor2], sars1 | ORF9a protein [SARS coronavirus Tor2], 1056
sars1 | nucleocapsid protein [SARS coronavirus Tor2], sars1 | ORF1ab polyprotein [SARS coronavirus Tor2], 19950
sars1 | nucleocapsid protein [SARS coronavirus Tor2], sars1 | ORF1a polyprotein [SARS coronavirus Tor2], 11877
sars1 | ORF9b protein [SARS coronavirus Tor2], sars1 | ORF9a protein [SARS coronavirus Tor2], 155
sars1 | ORF9b protein [SARS coronavirus Tor2], sars1 | ORF1ab polyprotein [SARS coronavirus Tor2], 20922
sars1 | ORF9b protein [SARS coronavirus Tor2], sars1 | ORF1a polyprotein [SARS coronavirus Tor2], 12849
sars1 | ORF9a protein [SARS coronavirus Tor2], sars1 | ORF1ab polyprotein [SARS coronavirus Tor2], 21006
sars1 | ORF9a protein [SARS coronavirus Tor2], sars1 | ORF1a polyprotein [SARS coronavirus Tor2], 12933
sars1 | ORF1ab polyprotein [SARS coronavirus Tor2], sars1 | ORF1a polyprotein [SARS coronavirus Tor2], 8073
